timestamp,latitude,longitude,altitude,engine_speed,current_fuel_level,speed,eng_coolant_temp,acceleration,ambiental_temperature,fuel_rate
16/07/2023 14:41:47,38.169567,15.652498,15.3,778,45,0,80,0,48,0
16/07/2023 14:41:49,38.169567,15.652494,15.1,776,45,0,80,0,48,0
16/07/2023 14:41:50,38.169563,15.652493,14.8,783,45,0,80,0,48,0
16/07/2023 14:41:52,38.169559,15.652487,14.5,774,45,0,80,0,47,0
16/07/2023 14:41:53,38.169552,15.652477,14.9,779,45,0,80,0,47,0
16/07/2023 14:41:55,38.169537,15.652462,15.3,781,45,0,80,0,47,0
16/07/2023 14:41:56,38.169529,15.652456,14.7,780,45,0,80,0,47,0
16/07/2023 14:41:58,38.169525,15.652452,14.7,779,45,0,80,0,47,0
16/07/2023 14:41:59,38.169525,15.652451,13.9,781,45,0,81,0,47,0
16/07/2023 14:42:01,38.169521,15.652452,13.9,784,45,0,81,0,47,0
16/07/2023 14:42:03,38.169518,15.652445,13.8,779,45,0,81,0,47,0
16/07/2023 14:42:04,38.169518,15.652446,14.2,780,45,0,81,0,47,0
16/07/2023 14:42:06,38.16951,15.652432,13.7,785,45,0,81,0,47,0
16/07/2023 14:42:07,38.16951,15.652428,13.9,778,45,0,81,0,47,0
16/07/2023 14:42:09,38.169506,15.65242,14,780,45,0,81,0,48,0
16/07/2023 14:42:10,38.169502,15.652413,13,784,45,0,81,0,48,0
16/07/2023 14:42:12,38.169498,15.652409,13.1,785,45,0,81,0,48,0
16/07/2023 14:42:13,38.169498,15.652407,13,779,45,0,81,0,48,0
16/07/2023 14:42:15,38.169495,15.652401,12.3,781,45,0,81,0,48,0
16/07/2023 14:42:16,38.169491,15.652399,12.2,779,45,0,81,0,49,0
16/07/2023 14:42:18,38.169491,15.652398,12.7,781,45,0,81,0,49,0
16/07/2023 14:42:19,38.169491,15.652398,12.8,780,45,0,81,0,49,0
16/07/2023 14:42:21,38.169487,15.652396,12.8,780,45,0,81,0,49,0
16/07/2023 14:42:22,38.169487,15.652396,12.9,781,45,0,81,0,49,0
16/07/2023 14:42:24,38.169483,15.652395,13.2,774,45,0,81,0,49,0
16/07/2023 14:42:25,38.169483,15.652395,13.6,783,45,0,81,0,49,0
16/07/2023 14:42:27,38.169483,15.652397,13.7,778,45,0,81,0,50,0
16/07/2023 14:42:29,38.169479,15.652397,13.7,781,45,0,81,0,50,0
16/07/2023 14:42:30,38.169479,15.652399,14.1,784,45,0,81,0,50,0
16/07/2023 14:42:32,38.169476,15.652401,14.3,781,45,0,81,0,50,0
16/07/2023 14:42:33,38.169476,15.652401,14.2,779,45,0,81,0,50,0
16/07/2023 14:42:35,38.169472,15.652401,14.5,778,45,0,81,0,50,0
16/07/2023 14:42:36,38.169472,15.652399,14.3,780,45,0,81,0,50,0
16/07/2023 14:42:38,38.169464,15.652397,14.8,776,45,0,80,0,51,0
16/07/2023 14:42:39,38.169464,15.6524,15.4,785,45,0,81,0,51,0
16/07/2023 14:42:41,38.16946,15.652396,15.5,779,45,0,81,0,51,0
16/07/2023 14:42:42,38.16946,15.652393,15.3,782,45,0,80,0,51,0
16/07/2023 14:42:44,38.169456,15.652392,14.9,777,45,0,80,0,51,0
16/07/2023 14:42:46,38.169456,15.652397,14.9,783,45,0,81,0,51,0
16/07/2023 14:42:47,38.169456,15.652393,14.9,782,45,0,81,0,51,0
16/07/2023 14:42:49,38.169456,15.6524,15.7,782,45,0,80,0,51,0
16/07/2023 14:42:50,38.169449,15.65239,15,774,45,0,80,0,51,0
16/07/2023 14:42:52,38.169441,15.652375,14,779,45,0,80,0,51,0
16/07/2023 14:42:53,38.169445,15.652386,14.3,780,45,0,81,0,52,0
16/07/2023 14:42:55,38.169449,15.65239,14.8,776,45,0,80,0,52,0
16/07/2023 14:42:56,38.169449,15.652394,14.9,779,45,0,80,0,52,0
16/07/2023 14:42:58,38.169441,15.652389,14.9,778,45,0,80,0,52,0
16/07/2023 14:42:59,38.169445,15.652399,14.9,781,45,0,80,0,52,0
16/07/2023 14:43:01,38.169453,15.652416,15.1,840,45,0,81,0,52,1
16/07/2023 14:43:02,38.169453,15.652416,15.2,982,45,2,81,0,53,1
16/07/2023 14:43:04,38.169445,15.652407,15.4,950,45,5,80,0,53,1
16/07/2023 14:43:05,38.169441,15.652403,15,980,45,11,80,0,53,1
16/07/2023 14:43:07,38.169415,15.652371,13.5,739,45,12,80,0,52,1
16/07/2023 14:43:09,38.169376,15.652311,12.5,809,45,15,81,0,52,1
16/07/2023 14:43:10,38.169357,15.652281,11.3,777,45,15,81,0,52,0
16/07/2023 14:43:12,38.169315,15.652208,11.5,784,45,12,81,0,51,0
16/07/2023 14:43:13,38.1693,15.652172,10.7,783,45,8,81,0,51,0
16/07/2023 14:43:15,38.169273,15.652116,11.3,779,45,4,81,0,50,0
16/07/2023 14:43:16,38.169262,15.652095,11.4,777,45,1,81,0,50,0
16/07/2023 14:43:18,38.169254,15.652062,11.3,780,45,0,81,0,49,0
16/07/2023 14:43:19,38.16925,15.65205,11.4,776,45,0,81,0,50,0
16/07/2023 14:43:21,38.169247,15.65204,12.5,783,45,0,81,0,50,0
16/07/2023 14:43:22,38.169239,15.65203,12.8,789,45,1,81,0,50,0
16/07/2023 14:43:24,38.169235,15.652016,13.1,776,45,0,81,0,50,0
16/07/2023 14:43:25,38.169235,15.652008,13,780,45,0,81,0,50,0
16/07/2023 14:43:27,38.169224,15.651995,13.2,781,45,0,81,0,51,0
16/07/2023 14:43:28,38.16922,15.651983,13,1163,45,5,81,9,51,2
16/07/2023 14:43:30,38.169216,15.651977,13.2,1246,45,12,81,10,51,3
16/07/2023 14:43:31,38.169216,15.651958,13.4,1619,45,16,81,15,51,3
16/07/2023 14:43:33,38.169258,15.651908,12.2,2060,45,20,81,0,51,3
16/07/2023 14:43:34,38.169292,15.651886,11.7,1160,45,21,81,10,51,1
16/07/2023 14:43:36,38.169395,15.651847,11,1276,45,23,81,9,50,1
16/07/2023 14:43:37,38.169445,15.651818,11.3,1333,45,24,81,8,50,1
16/07/2023 14:43:39,38.169537,15.651743,10.6,1361,45,24,80,11,49,1
16/07/2023 14:43:41,38.169647,15.651689,10.3,1432,45,25,80,11,49,2
16/07/2023 14:43:42,38.169704,15.651662,8.4,1488,45,26,80,11,48,2
16/07/2023 14:43:44,38.169834,15.651604,7.3,1519,45,27,80,11,47,2
16/07/2023 14:43:45,38.169903,15.651582,7.2,1523,45,27,80,10,47,2
16/07/2023 14:43:47,38.170036,15.651547,6.8,1456,45,25,80,8,46,1
16/07/2023 14:43:48,38.170113,15.651544,6,1296,45,23,80,12,45,1
16/07/2023 14:43:50,38.170242,15.651547,6.2,1346,45,24,80,12,45,2
16/07/2023 14:43:51,38.170315,15.651561,5.3,1413,45,25,80,16,44,2
16/07/2023 14:43:53,38.17041,15.651647,5,1532,45,27,80,17,44,3
16/07/2023 14:43:54,38.17046,15.651699,4.9,1665,45,30,80,16,44,4
16/07/2023 14:43:56,38.170544,15.651862,5.1,1769,45,32,79,16,43,4
16/07/2023 14:43:57,38.170578,15.651947,5.4,1869,45,33,79,16,43,4
16/07/2023 14:43:59,38.170643,15.652131,5.4,1972,45,35,79,17,42,4
16/07/2023 14:44:00,38.170654,15.65224,6.6,2025,45,36,79,20,42,4
16/07/2023 14:44:02,38.170662,15.652464,7.7,1567,45,38,79,0,42,4
16/07/2023 14:44:03,38.17065,15.652575,6.9,1328,45,38,79,23,41,4
16/07/2023 14:44:05,38.170643,15.65279,6.7,1454,45,42,79,14,41,5
16/07/2023 14:44:06,38.17065,15.652903,7.1,1545,45,44,80,12,41,3
16/07/2023 14:44:08,38.1707,15.653152,7.6,1598,45,46,80,12,40,3
16/07/2023 14:44:09,38.170734,15.653291,7.3,1646,45,47,80,14,40,3
16/07/2023 14:44:11,38.17083,15.653593,5.2,1716,45,49,80,15,40,4
16/07/2023 14:44:12,38.170883,15.653758,3.5,1767,45,51,80,15,39,4
16/07/2023 14:44:14,38.170967,15.654062,2.8,1821,45,52,80,15,39,4
16/07/2023 14:44:16,38.171055,15.654369,2.8,1860,45,53,80,14,39,3
16/07/2023 14:44:17,38.171093,15.654527,3,1862,45,53,80,14,39,3
16/07/2023 14:44:19,38.171169,15.654844,3.4,1835,45,52,80,12,38,2
16/07/2023 14:44:20,38.171215,15.655005,9.2,1807,45,51,80,12,38,2
16/07/2023 14:44:22,38.17131,15.655313,10.1,1786,45,51,80,14,38,3
16/07/2023 14:44:23,38.171364,15.655464,17.2,1774,45,51,80,16,38,3
16/07/2023 14:44:25,38.171482,15.65574,20.2,1782,45,51,80,16,37,4
16/07/2023 14:44:26,38.171551,15.655872,25.4,1808,45,52,80,19,37,5
16/07/2023 14:44:28,38.171715,15.656116,26.8,1864,45,53,80,19,37,6
16/07/2023 14:44:29,38.17181,15.656219,27.8,1900,45,54,80,18,37,5
16/07/2023 14:44:31,38.172047,15.656412,29.8,1913,45,55,80,18,37,5
16/07/2023 14:44:32,38.172188,15.656508,31.7,1926,45,55,80,19,37,5
16/07/2023 14:44:34,38.172451,15.656635,33.6,1972,45,56,80,18,37,5
16/07/2023 14:44:35,38.172588,15.656693,34.5,2007,45,57,80,18,37,4
16/07/2023 14:44:37,38.172855,15.656782,36.1,2018,45,58,80,18,37,4
16/07/2023 14:44:38,38.172993,15.656829,37,2034,45,58,80,18,37,5
16/07/2023 14:44:40,38.173275,15.65693,38.6,2044,45,59,80,18,37,5
16/07/2023 14:44:41,38.173416,15.656975,40.1,2078,45,59,81,14,36,4
16/07/2023 14:44:43,38.173702,15.657077,41.5,2046,45,58,81,14,36,3
16/07/2023 14:44:44,38.173851,15.65713,42.1,2021,45,57,81,14,36,3
16/07/2023 14:44:46,38.174137,15.65723,43,1994,45,57,81,14,36,3
16/07/2023 14:44:48,38.174419,15.657341,43.2,1964,45,56,81,13,36,3
16/07/2023 14:44:49,38.174557,15.657414,44.4,1954,45,56,81,13,36,3
16/07/2023 14:44:51,38.174812,15.657578,45.3,1939,45,55,81,14,36,3
16/07/2023 14:44:52,38.174931,15.657664,46.6,1906,45,54,81,14,36,3
16/07/2023 14:44:54,38.175152,15.657851,47,1904,45,54,81,14,36,3
16/07/2023 14:44:55,38.175259,15.657954,48,1898,45,54,81,14,36,3
16/07/2023 14:44:57,38.175468,15.658184,49,1908,45,54,81,14,36,3
16/07/2023 14:44:58,38.17556,15.658303,49.6,1915,45,54,81,14,36,3
16/07/2023 14:45:00,38.175739,15.658557,50.3,1904,45,54,81,15,36,3
16/07/2023 14:45:01,38.175827,15.658688,50.4,1924,45,55,81,17,36,4
16/07/2023 14:45:03,38.176006,15.658955,50.4,1963,45,56,81,18,36,5
16/07/2023 14:45:04,38.176094,15.659091,50.2,1980,45,56,81,18,36,5
16/07/2023 14:45:06,38.176281,15.659363,50.2,2006,45,57,81,19,36,5
16/07/2023 14:45:07,38.176369,15.659496,51.5,2029,45,58,81,19,36,6
16/07/2023 14:45:09,38.176552,15.659771,52.5,2047,45,58,81,19,36,6
16/07/2023 14:45:10,38.176647,15.659912,53.1,2064,45,59,81,19,36,5
16/07/2023 14:45:12,38.176838,15.660199,53.5,2078,45,59,81,20,35,6
16/07/2023 14:45:13,38.176937,15.660345,53.7,2106,45,60,81,20,35,6
16/07/2023 14:45:15,38.177132,15.660642,54.7,2142,45,61,82,20,35,5
16/07/2023 14:45:16,38.177231,15.660791,55.3,2165,45,62,82,20,35,5
16/07/2023 14:45:18,38.177429,15.661094,56.6,2186,45,62,82,20,35,5
16/07/2023 14:45:19,38.177532,15.661246,57.4,2198,45,63,82,20,35,6
16/07/2023 14:45:21,38.177738,15.661555,58.7,2234,45,64,82,20,35,6
16/07/2023 14:45:22,38.177841,15.661713,59.1,2274,45,65,82,20,35,6
16/07/2023 14:45:24,38.178055,15.662031,60,2305,45,66,82,20,35,6
16/07/2023 14:45:25,38.178165,15.662195,60.1,2347,45,67,82,20,35,6
16/07/2023 14:45:27,38.178383,15.662526,60.5,2386,45,68,82,20,35,6
16/07/2023 14:45:28,38.178493,15.662696,60.8,2428,45,69,82,20,35,6
16/07/2023 14:45:30,38.178715,15.663048,61.2,2021,45,69,82,0,35,3
16/07/2023 14:45:31,38.178822,15.663229,61.5,1758,45,68,82,17,35,3
16/07/2023 14:45:33,38.179031,15.663593,62,1748,45,68,82,14,35,3
16/07/2023 14:45:34,38.179131,15.663774,62.3,1735,45,67,82,16,35,3
16/07/2023 14:45:36,38.179325,15.664139,63.1,1724,45,67,82,17,35,4
16/07/2023 14:45:37,38.17942,15.664322,63.5,1729,45,67,82,17,35,4
16/07/2023 14:45:39,38.179604,15.664689,64.6,1743,45,67,82,18,35,4
16/07/2023 14:45:40,38.179695,15.664874,65.4,1742,45,68,82,18,35,5
16/07/2023 14:45:42,38.179882,15.665242,66.7,1764,45,68,83,18,34,5
16/07/2023 14:45:44,38.180069,15.665613,67.4,1773,45,69,82,18,34,4
16/07/2023 14:45:45,38.180164,15.665799,68.9,1783,45,69,82,18,34,4
16/07/2023 14:45:47,38.180351,15.666175,68.9,1780,45,69,82,18,34,5
16/07/2023 14:45:48,38.180447,15.666363,70.8,1777,45,69,82,18,34,5
16/07/2023 14:45:50,38.180634,15.66674,72.5,1774,45,69,82,17,34,5
16/07/2023 14:45:51,38.180729,15.666929,73.3,1746,45,67,82,15,34,4
16/07/2023 14:45:53,38.180916,15.667304,75.2,1710,45,66,82,14,34,3
16/07/2023 14:45:54,38.181004,15.667487,76.2,1662,45,64,82,14,34,3
16/07/2023 14:45:56,38.181187,15.66785,77.9,1608,45,62,82,2,34,2
16/07/2023 14:45:57,38.181271,15.668027,78.7,1527,45,58,82,0,34,0
16/07/2023 14:45:59,38.181435,15.668371,80.3,896,45,53,82,0,34,0
16/07/2023 14:46:00,38.181511,15.668535,81,899,45,46,82,0,34,0
16/07/2023 14:46:02,38.181644,15.66883,82.1,923,45,42,82,1,34,0
16/07/2023 14:46:03,38.181709,15.66896,82.7,1443,45,41,82,20,34,5
16/07/2023 14:46:05,38.18182,15.669195,83.7,1575,45,45,82,18,34,6
16/07/2023 14:46:06,38.181877,15.669312,84,1714,45,49,82,19,34,5
16/07/2023 14:46:08,38.181999,15.669561,84.7,1788,45,51,82,19,34,5
16/07/2023 14:46:09,38.182068,15.669693,85.2,1879,45,54,82,18,34,4
16/07/2023 14:46:11,38.18222,15.669966,86.2,1949,45,56,82,18,34,4
16/07/2023 14:46:12,38.182301,15.670108,86.7,2008,45,57,81,24,34,6
16/07/2023 14:46:14,38.182461,15.670405,87.6,2134,45,61,81,23,34,8
16/07/2023 14:46:16,38.182625,15.67072,88.1,2225,45,64,81,21,34,7
16/07/2023 14:46:17,38.182713,15.670885,89.1,2308,45,66,81,21,34,7
16/07/2023 14:46:19,38.182896,15.671227,89.1,2358,45,68,81,20,34,6
16/07/2023 14:46:20,38.182987,15.671404,90.8,2396,45,69,81,20,34,6
16/07/2023 14:46:22,38.183182,15.671767,91.9,2448,45,70,81,20,34,6
16/07/2023 14:46:23,38.183277,15.671952,92.3,2492,45,71,81,20,34,6
16/07/2023 14:46:25,38.183472,15.672328,93.1,2547,45,73,81,20,34,6
16/07/2023 14:46:26,38.183575,15.67252,93.5,2563,45,73,82,18,34,5
16/07/2023 14:46:28,38.183777,15.67291,94.5,2559,45,73,82,18,33,4
16/07/2023 14:46:29,38.18388,15.673105,95,2567,45,73,82,18,33,5
16/07/2023 14:46:31,38.184086,15.673496,95.7,2577,45,74,82,18,33,5
16/07/2023 14:46:32,38.184189,15.673694,96.2,2593,45,74,82,18,33,5
16/07/2023 14:46:34,38.184399,15.674086,97,2599,45,74,82,19,34,5
